Disease,DOIDId,Symptom,SymptomId,,,Total number of disease
Lymphedema,DOID:4977,is_a,DOID:75,,,
Lyme disease,DOID:11729,headache ,SYMP:0000504,,,
Lyme disease,DOID:11729,rash ,SYMP:0000487,,,
Lyme disease,DOID:11729,muscle weakness ,SYMP:0000094,,,
Lyme disease,DOID:11729,tiredness ,SYMP:0000187,,,
Lyme disease,DOID:11729,pain ,SYMP:0000099,,,
Lyme disease,DOID:11729,neck pain ,SYMP:0000829,,,
Lyme disease,DOID:11729,fever ,SYMP:0000613,,,
Lyme disease,DOID:11729,arthritis ,SYMP:0019169,,,
Lyme disease,DOID:11729,fatigue ,SYMP:0019177,,,
Lyme disease,DOID:11729,weakness ,SYMP:0000177,,,
Lyme disease,DOID:11729,muscle ache ,SYMP:0000331,,,
Lyme disease,DOID:11729,is_a,DOID:0050338,,,
Lupus nephritis,DOID:0080162,nephritis ,SYMP:0000098,,,
Lupus nephritis,DOID:0080162,blood pressure ,SYMP:0020063,,,
Lupus nephritis,DOID:0080162,high blood pressure ,SYMP:0020064,,,
Lupus nephritis,DOID:0080162,is_a,DOID:2921,,,
Noonan syndrome,DOID:3490,bleeding ,SYMP:0000007,,,
Noonan syndrome,DOID:3490,nystagmus ,SYMP:0000338,,,
Noonan syndrome,DOID:3490,weight gain ,SYMP:0000403,,,
Noonan syndrome,DOID:3490,edema ,SYMP:0000538,,,
Noonan syndrome,DOID:3490,is_a,DOID:0050177,,,
Noonan syndrome,DOID:3490,is_a,DOID:0080690,,,
Neurofibromatosis,DOID:8712,pain ,SYMP:0000099,,,
Neurofibromatosis,DOID:8712,seizure ,SYMP:0000124,,,
Neurofibromatosis,DOID:8712,weakness ,SYMP:0000177,,,
Neurofibromatosis,DOID:8712,headache ,SYMP:0000504,,,
Neurofibromatosis,DOID:8712,short stature ,SYMP:0000568,,,
Neurofibromatosis,DOID:8712,chronic pain ,SYMP:0000837,,,
Neurofibromatosis,DOID:8712,hyperactivity ,SYMP:0019183,,,
Neurofibromatosis,DOID:8712,is_a,DOID:0050736,,,
Neurofibromatosis,DOID:8712,is_a,DOID:0080690,,,
Trigeminal neuralgia,DOID:12098,pain ,SYMP:0000099,,,
Trigeminal neuralgia,DOID:12098,shock ,SYMP:0000450,,,
Trigeminal neuralgia,DOID:12098,is_a,DOID:561,,,
Nephrotic syndrome,DOID:1184,loss of appetite ,SYMP:0000309,,,
Nephrotic syndrome,DOID:1184,weight gain ,SYMP:0000403,,,
Nephrotic syndrome,DOID:1184,edema ,SYMP:0000538,,,
Nephrotic syndrome,DOID:1184,fatigue ,SYMP:0019177,,,
Nephrotic syndrome,DOID:1184,is_a,DOID:2527,,,
Pericardial effusion,DOID:118,pain ,SYMP:0000099,,,
Pericardial effusion,DOID:118,chest pain ,SYMP:0000576,,,
Pericardial effusion,DOID:118,pericardial effusion ,SYMP:0000876,,,
Pericardial effusion,DOID:118,dyspnea ,SYMP:0019153,,,
Pericardial effusion,DOID:118,lightheadedness ,SYMP:0019179,,,
Pericardial effusion,DOID:118,is_a,DOID:0050829,,,
Fibromyalgia,DOID:631,depression ,SYMP:0000022,,,
Fibromyalgia,DOID:631,pain ,SYMP:0000099,,,
Fibromyalgia,DOID:631,anxiety ,SYMP:0000412,,,
Fibromyalgia,DOID:631,headache ,SYMP:0000504,,,
Fibromyalgia,DOID:631,tachycardia ,SYMP:0000529,,,
Fibromyalgia,DOID:631,sleep apnea ,SYMP:0000581,,,
Fibromyalgia,DOID:631,apnea ,SYMP:0000600,,,
Fibromyalgia,DOID:631,fatigue ,SYMP:0019177,,,
Fibromyalgia,DOID:631,is_a,DOID:225,,,
Pulmonary fibrosis,DOID:3770,dyspnea ,SYMP:0019153,,,
Pulmonary fibrosis,DOID:3770,fatigue ,SYMP:0019177,,,
Pulmonary fibrosis,DOID:3770,dry cough ,SYMP:0000025,,,
Pulmonary fibrosis,DOID:3770,cough ,SYMP:0000614,,,
Pulmonary fibrosis,DOID:3770,weight loss ,SYMP:0000178,,,
Pulmonary fibrosis,DOID:3770,is_a,DOID:3082,,,
Narcissistic personality disorder,DOID:2745,is_a,DOID:1510,,,
Familial adenomatous polyposis,DOID:0050424,anemia ,SYMP:0000208,,,
Familial adenomatous polyposis,DOID:0050424,is_a,DOID:0050739,,,
Familial adenomatous polyposis,DOID:0050424,is_a,DOID:5295,,,
Familial Mediterranean fever,DOID:2987,inflammation ,SYMP:0000061,,,
Familial Mediterranean fever,DOID:2987,pain ,SYMP:0000099,,,
Familial Mediterranean fever,DOID:2987,muscle ache ,SYMP:0000331,,,
Familial Mediterranean fever,DOID:2987,abdominal pain ,SYMP:0000457,,,
Familial Mediterranean fever,DOID:2987,rash ,SYMP:0000487,,,
Familial Mediterranean fever,DOID:2987,chest pain ,SYMP:0000576,,,
Familial Mediterranean fever,DOID:2987,fever ,SYMP:0000613,,,
Familial Mediterranean fever,DOID:2987,is_a,DOID:0050739,,,
Familial Mediterranean fever,DOID:2987,is_a,DOID:417,,,
Factitious disorder,DOID:1766,pain ,SYMP:0000099,,,
Factitious disorder,DOID:1766,seizure ,SYMP:0000124,,,
Factitious disorder,DOID:1766,is_a,DOID:150,,,
Fetal alcohol syndrome,DOID:0050665,itching ,SYMP:0000432,,,
Fetal alcohol syndrome,DOID:0050665,hyperactivity ,SYMP:0019183,,,
Fetal alcohol syndrome,DOID:0050665,is_a,DOID:0050696,,,
Liver disease,DOID:409,pain ,SYMP:0000099,,,
Liver disease,DOID:409,loss of appetite ,SYMP:0000309,,,
Liver disease,DOID:409,bruise ,SYMP:0000406,,,
Liver disease,DOID:409,abdominal pain ,SYMP:0000457,,,
Liver disease,DOID:409,nausea ,SYMP:0000458,,,
Liver disease,DOID:409,jaundice ,SYMP:0000539,,,
Liver disease,DOID:409,vomiting ,SYMP:0019145,,,
Liver disease,DOID:409,fatigue ,SYMP:0019177,,,
Liver disease,DOID:409,dark urine ,SYMP:0020043,,,
Liver disease,DOID:409,is_a,DOID:3118,,,
Tetanus,DOID:11338,pain ,SYMP:0000099,,,
Tetanus,DOID:11338,seizure ,SYMP:0000124,,,
Tetanus,DOID:11338,fever ,SYMP:0000613,,,
Tetanus,DOID:11338,low blood pressure ,SYMP:0000692,,,
Tetanus,DOID:11338,blood pressure ,SYMP:0020063,,,
Tetanus,DOID:11338,high blood pressure ,SYMP:0020064,,,
Tetanus,DOID:11338,is_a,DOID:0050338,,,
Long QT syndrome,DOID:2843,blurred vision ,SYMP:0000012,,,
Long QT syndrome,DOID:2843,seizure ,SYMP:0000124,,,
Long QT syndrome,DOID:2843,weakness ,SYMP:0000177,,,
Long QT syndrome,DOID:2843,syncope ,SYMP:0000407,,,
Long QT syndrome,DOID:2843,palpitation ,SYMP:0000530,,,
Long QT syndrome,DOID:2843,lightheadedness ,SYMP:0019179,,,
Long QT syndrome,DOID:2843,is_a,DOID:0060036,,,
Lip cancer,DOID:8564,pain ,SYMP:0000099,,,
Lip cancer,DOID:8564,is_a,DOID:8618,,,
Lip cancer,DOID:8564,is_a,DOID:9297,,,
Tetralogy of Fallot,DOID:6419,weight gain ,SYMP:0000403,,,
Tetralogy of Fallot,DOID:6419,cyanosis ,SYMP:0000537,,,
Tetralogy of Fallot,DOID:6419,irritability ,SYMP:0000654,,,
Tetralogy of Fallot,DOID:6419,is_a,DOID:1682,,,
Lichen planus,DOID:9201,pain ,SYMP:0000099,,,
Lichen planus,DOID:9201,hair loss ,SYMP:0000440,,,
Lichen planus,DOID:9201,rash ,SYMP:0000487,,,
Lichen planus,DOID:9201,is_a,DOID:8574,,,
Legionnaires' disease,DOID:10457,confusion ,SYMP:0000016,,,
Legionnaires' disease,DOID:10457,pain ,SYMP:0000099,,,
Legionnaires' disease,DOID:10457,muscle ache ,SYMP:0000331,,,
Legionnaires' disease,DOID:10457,nausea ,SYMP:0000458,,,
Legionnaires' disease,DOID:10457,headache ,SYMP:0000504,,,
Legionnaires' disease,DOID:10457,diarrhea ,SYMP:0000570,,,
Legionnaires' disease,DOID:10457,chest pain ,SYMP:0000576,,,
Legionnaires' disease,DOID:10457,fever ,SYMP:0000613,,,
Legionnaires' disease,DOID:10457,cough ,SYMP:0000614,,,
Legionnaires' disease,DOID:10457,vomiting ,SYMP:0019145,,,
Legionnaires' disease,DOID:10457,chills ,SYMP:0019174,,,
Legionnaires' disease,DOID:10457,is_a,DOID:10458,,,
Legg-Calve-Perthes disease,DOID:14415,pain ,SYMP:0000099,,,
Legg-Calve-Perthes disease,DOID:14415,is_a,DOID:8125,,,
Liposarcoma,DOID:3382,pain ,SYMP:0000099,,,
Liposarcoma,DOID:3382,weakness ,SYMP:0000177,,,
Liposarcoma,DOID:3382,abdominal pain ,SYMP:0000457,,,
Liposarcoma,DOID:3382,abdominal swelling ,SYMP:0000478,,,
Liposarcoma,DOID:3382,coma ,SYMP:0000605,,,
Liposarcoma,DOID:3382,constipation ,SYMP:0019180,,,
Liposarcoma,DOID:3382,is_a,DOID:201,,,
Lipoma,DOID:3315,pain ,SYMP:0000099,,,
Lipoma,DOID:3315,is_a,DOID:0060084,,,
Lactose intolerance,DOID:10604,bloating ,SYMP:0000420,,,
Lactose intolerance,DOID:10604,nausea ,SYMP:0000458,,,
Lactose intolerance,DOID:10604,diarrhea ,SYMP:0000570,,,
Lactose intolerance,DOID:10604,cramp ,SYMP:0000689,,,
Lactose intolerance,DOID:10604,vomiting ,SYMP:0019145,,,
Lactose intolerance,DOID:10604,is_a,DOID:2978,,,
Essential tremor,DOID:4990,tremor ,SYMP:0000162,,,
Essential tremor,DOID:4990,fatigue ,SYMP:0019177,,,
Essential tremor,DOID:4990,is_a,DOID:480,,,
Esophagitis,DOID:11963,pain ,SYMP:0000099,,,
Esophagitis,DOID:11963,failure to thrive ,SYMP:0000465,,,
Esophagitis,DOID:11963,chest pain ,SYMP:0000576,,,
Esophagitis,DOID:11963,irritability ,SYMP:0000654,,,
Esophagitis,DOID:11963,is_a,DOID:6050,,,
Periodontitis,DOID:824,pain ,SYMP:0000099,,,
Periodontitis,DOID:824,is_a,DOID:3388,,,
Epiglottitis,DOID:9398,pain ,SYMP:0000099,,,
Epiglottitis,DOID:9398,hoarse voice ,SYMP:0000298,,,
Epiglottitis,DOID:9398,stridor ,SYMP:0000513,,,
Epiglottitis,DOID:9398,fever ,SYMP:0000613,,,
Epiglottitis,DOID:9398,is_a,DOID:974,,,
Epididymitis,DOID:9402,inflammation ,SYMP:0000061,,,
Epididymitis,DOID:9402,pain ,SYMP:0000099,,,
Epididymitis,DOID:9402,epididymitis ,SYMP:0000263,,,
Epididymitis,DOID:9402,fever ,SYMP:0000613,,,
Epididymitis,DOID:9402,discharge ,SYMP:0000651,,,
Epididymitis,DOID:9402,is_a,DOID:0080373,,,
Stevens-Johnson syndrome,DOID:0050426,blister ,SYMP:0000009,,,
Stevens-Johnson syndrome,DOID:0050426,pain ,SYMP:0000099,,,
Stevens-Johnson syndrome,DOID:0050426,rash ,SYMP:0000487,,,
Stevens-Johnson syndrome,DOID:0050426,fever ,SYMP:0000613,,,
Stevens-Johnson syndrome,DOID:0050426,fatigue ,SYMP:0019177,,,
Stevens-Johnson syndrome,DOID:0050426,is_a,DOID:37,,,
Epidermolysis bullosa,DOID:2730,blister ,SYMP:0000009,,,
Epidermolysis bullosa,DOID:2730,pain ,SYMP:0000099,,,
Epidermolysis bullosa,DOID:2730,hair loss ,SYMP:0000440,,,
Epidermolysis bullosa,DOID:2730,is_a,DOID:2731,,,
Epilepsy,DOID:1826,confusion ,SYMP:0000016,,,
Epilepsy,DOID:1826,seizure ,SYMP:0000124,,,
Epilepsy,DOID:1826,focal seizure ,SYMP:0000266,,,
Epilepsy,DOID:1826,generalized seizure ,SYMP:0000267,,,
Epilepsy,DOID:1826,tonic-clonic seizure ,SYMP:0000268,,,
Epilepsy,DOID:1826,epileptic seizure ,SYMP:0000269,,,
Epilepsy,DOID:1826,simple partial seizure ,SYMP:0000270,,,
Epilepsy,DOID:1826,complex partial seizure ,SYMP:0000271,,,
Epilepsy,DOID:1826,myoclonic seizure ,SYMP:0000272,,,
Epilepsy,DOID:1826,clonic seizure ,SYMP:0000273,,,
Epilepsy,DOID:1826,tonic seizure ,SYMP:0000274,,,
Epilepsy,DOID:1826,atonic seizure ,SYMP:0000275,,,
Epilepsy,DOID:1826,loss of balance ,SYMP:0000318,,,
Epilepsy,DOID:1826,anxiety ,SYMP:0000412,,,
Epilepsy,DOID:1826,itching ,SYMP:0000432,,,
Epilepsy,DOID:1826,hallucination ,SYMP:0000607,,,
Epilepsy,DOID:1826,dizziness ,SYMP:0000610,,,
Epilepsy,DOID:1826,loss of consciousness ,SYMP:0000718,,,
Epilepsy,DOID:1826,is_a,DOID:936,,,
Eosinophilic esophagitis,DOID:13922,pain ,SYMP:0000099,,,
Eosinophilic esophagitis,DOID:13922,weight loss ,SYMP:0000178,,,
Eosinophilic esophagitis,DOID:13922,abdominal pain ,SYMP:0000457,,,
Eosinophilic esophagitis,DOID:13922,failure to thrive ,SYMP:0000465,,,
Eosinophilic esophagitis,DOID:13922,dysphagia ,SYMP:0000493,,,
Eosinophilic esophagitis,DOID:13922,chest pain ,SYMP:0000576,,,
Eosinophilic esophagitis,DOID:13922,vomiting ,SYMP:0019145,,,
Eosinophilic esophagitis,DOID:13922,is_a,DOID:11963,,,
Endometriosis,DOID:289,bleeding ,SYMP:0000007,,,
Endometriosis,DOID:289,pain ,SYMP:0000099,,,
Endometriosis,DOID:289,bloating ,SYMP:0000420,,,
Endometriosis,DOID:289,nausea ,SYMP:0000458,,,
Endometriosis,DOID:289,diarrhea ,SYMP:0000570,,,
Endometriosis,DOID:289,cramp ,SYMP:0000689,,,
Endometriosis,DOID:289,infertility ,SYMP:0000712,,,
Endometriosis,DOID:289,fatigue ,SYMP:0019177,,,
Endometriosis,DOID:289,constipation ,SYMP:0019180,,,
Endometriosis,DOID:289,is_a,DOID:229,,,
Encephalitis,DOID:9588,confusion ,SYMP:0000016,,,
Encephalitis,DOID:9588,encephalitis ,SYMP:0000090,,,
Encephalitis,DOID:9588,muscle weakness ,SYMP:0000094,,,
Encephalitis,DOID:9588,seizure ,SYMP:0000124,,,
Encephalitis,DOID:9588,weakness ,SYMP:0000177,,,
Encephalitis,DOID:9588,poor feeding ,SYMP:0000355,,,
Encephalitis,DOID:9588,stiff neck ,SYMP:0000383,,,
Encephalitis,DOID:9588,nausea ,SYMP:0000458,,,
Encephalitis,DOID:9588,headache ,SYMP:0000504,,,
Encephalitis,DOID:9588,memory loss ,SYMP:0000543,,,
Encephalitis,DOID:9588,coma ,SYMP:0000605,,,
Encephalitis,DOID:9588,hallucination ,SYMP:0000607,,,
Encephalitis,DOID:9588,fever ,SYMP:0000613,,,
Encephalitis,DOID:9588,irritability ,SYMP:0000654,,,
Encephalitis,DOID:9588,loss of consciousness ,SYMP:0000718,,,
Encephalitis,DOID:9588,vomiting ,SYMP:0019145,,,
Encephalitis,DOID:9588,fatigue ,SYMP:0019177,,,
Encephalitis,DOID:9588,agitation ,SYMP:0020006,,,
Encephalitis,DOID:9588,is_a,DOID:936,,,
Pulmonary embolism,DOID:9477,pain ,SYMP:0000099,,,
Pulmonary embolism,DOID:9477,syncope ,SYMP:0000407,,,
Pulmonary embolism,DOID:9477,cyanosis ,SYMP:0000537,,,
Pulmonary embolism,DOID:9477,chest pain ,SYMP:0000576,,,
Pulmonary embolism,DOID:9477,dizziness ,SYMP:0000610,,,
Pulmonary embolism,DOID:9477,fever ,SYMP:0000613,,,
Pulmonary embolism,DOID:9477,cough ,SYMP:0000614,,,
Pulmonary embolism,DOID:9477,lightheadedness ,SYMP:0019179,,,
Pulmonary embolism,DOID:9477,blood pressure ,SYMP:0020063,,,
Pulmonary embolism,DOID:9477,is_a,DOID:60001,,,
Entropion,DOID:12397,pain ,SYMP:0000099,,,
Entropion,DOID:12397,discharge ,SYMP:0000651,,,
Entropion,DOID:12397,excessive tearing ,SYMP:0019164,,,
Entropion,DOID:12397,is_a,DOID:530,,,
Endocarditis,DOID:10314,pain ,SYMP:0000099,,,
Endocarditis,DOID:10314,weight loss ,SYMP:0000178,,,
Endocarditis,DOID:10314,endocarditis ,SYMP:0000262,,,
Endocarditis,DOID:10314,night sweats ,SYMP:0000337,,,
Endocarditis,DOID:10314,chest pain ,SYMP:0000576,,,
Endocarditis,DOID:10314,fever ,SYMP:0000613,,,
Endocarditis,DOID:10314,petechiae ,SYMP:0000760,,,
Endocarditis,DOID:10314,chills ,SYMP:0019174,,,
Endocarditis,DOID:10314,fatigue ,SYMP:0019177,,,
Endocarditis,DOID:10314,is_a,DOID:0050825,,,
Pulmonary edema,DOID:11396,dry cough ,SYMP:0000025,,,
Pulmonary edema,DOID:11396,pain ,SYMP:0000099,,,
Pulmonary edema,DOID:11396,weakness ,SYMP:0000177,,,
Pulmonary edema,DOID:11396,weight gain ,SYMP:0000403,,,
Pulmonary edema,DOID:11396,anxiety ,SYMP:0000412,,,
Pulmonary edema,DOID:11396,sputum ,SYMP:0000431,,,
Pulmonary edema,DOID:11396,headache ,SYMP:0000504,,,
Pulmonary edema,DOID:11396,tachycardia ,SYMP:0000529,,,
Pulmonary edema,DOID:11396,palpitation ,SYMP:0000530,,,
Pulmonary edema,DOID:11396,edema ,SYMP:0000538,,,
Pulmonary edema,DOID:11396,chest pain ,SYMP:0000576,,,
Pulmonary edema,DOID:11396,wheezing ,SYMP:0000604,,,
Pulmonary edema,DOID:11396,fever ,SYMP:0000613,,,
Pulmonary edema,DOID:11396,cough ,SYMP:0000614,,,
Pulmonary edema,DOID:11396,pulmonary edema ,SYMP:0019151,,,
Pulmonary edema,DOID:11396,dyspnea ,SYMP:0019153,,,
Pulmonary edema,DOID:11396,fatigue ,SYMP:0019177,,,
Pulmonary edema,DOID:11396,is_a,DOID:11162,,,
Ehlers-Danlos syndrome,DOID:13359,joint pain ,SYMP:0000064,,,
Ehlers-Danlos syndrome,DOID:13359,pain ,SYMP:0000099,,,
Ehlers-Danlos syndrome,DOID:13359,bruise ,SYMP:0000406,,,
Ehlers-Danlos syndrome,DOID:13359,arthritis ,SYMP:0019169,,,
Ehlers-Danlos syndrome,DOID:13359,is_a,DOID:854,,,
Ectropion,DOID:1570,excessive tearing ,SYMP:0019164,,,
Ectropion,DOID:1570,is_a,DOID:530,,,
Ectopic pregnancy,DOID:0060329,bleeding ,SYMP:0000007,,,
Ectopic pregnancy,DOID:0060329,pain ,SYMP:0000099,,,
Ectopic pregnancy,DOID:0060329,shoulder pain ,SYMP:0000443,,,
Ectopic pregnancy,DOID:0060329,shock ,SYMP:0000450,,,
Ectopic pregnancy,DOID:0060329,nausea ,SYMP:0000458,,,
Ectopic pregnancy,DOID:0060329,lightheadedness ,SYMP:0019179,,,
Ectopic pregnancy,DOID:0060329,is_a,DOID:229,,,
Graves' disease,DOID:12361,inflammation ,SYMP:0000061,,,
Graves' disease,DOID:12361,pain ,SYMP:0000099,,,
Graves' disease,DOID:12361,tremor ,SYMP:0000162,,,
Graves' disease,DOID:12361,weight loss ,SYMP:0000178,,,
Graves' disease,DOID:12361,double vision ,SYMP:0000258,,,
Graves' disease,DOID:12361,inflamed eyes ,SYMP:0000310,,,
Graves' disease,DOID:12361,anxiety ,SYMP:0000412,,,
Graves' disease,DOID:12361,palpitation ,SYMP:0000530,,,
Graves' disease,DOID:12361,sleep disturbance ,SYMP:0000566,,,
Graves' disease,DOID:12361,irritability ,SYMP:0000654,,,
Graves' disease,DOID:12361,light sensitivity ,SYMP:0019165,,,
Graves' disease,DOID:12361,fatigue ,SYMP:0019177,,,
Graves' disease,DOID:12361,is_a,DOID:0060005,,,
Granulomatosis with polyangiitis,DOID:12132,inflammation ,SYMP:0000061,,,
Granulomatosis with polyangiitis,DOID:12132,joint pain ,SYMP:0000064,,,
Granulomatosis with polyangiitis,DOID:12132,pain ,SYMP:0000099,,,
Granulomatosis with polyangiitis,DOID:12132,weight loss ,SYMP:0000178,,,
Granulomatosis with polyangiitis,DOID:12132,phlegm ,SYMP:0000353,,,
Granulomatosis with polyangiitis,DOID:12132,rash ,SYMP:0000487,,,
Granulomatosis with polyangiitis,DOID:12132,wheezing ,SYMP:0000604,,,
Granulomatosis with polyangiitis,DOID:12132,fever ,SYMP:0000613,,,
Granulomatosis with polyangiitis,DOID:12132,cough ,SYMP:0000614,,,
Granulomatosis with polyangiitis,DOID:12132,fatigue ,SYMP:0019177,,,
Granulomatosis with polyangiitis,DOID:12132,is_a,DOID:0060050,,,
Granulomatosis with polyangiitis,DOID:12132,is_a,DOID:37,,,
Granulomatosis with polyangiitis,DOID:12132,is_a,DOID:557,,,
Granulomatosis with polyangiitis,DOID:12132,is_a,DOID:850,,,
Ebstein anomaly,DOID:14289,fatigue ,SYMP:0019177,,,
Ebstein anomaly,DOID:14289,is_a,DOID:0050826,,,
Glomerulonephritis,DOID:2921,hematuria ,SYMP:0000040,,,
Glomerulonephritis,DOID:2921,muscle cramp ,SYMP:0000093,,,
Glomerulonephritis,DOID:2921,nephritis ,SYMP:0000098,,,
Glomerulonephritis,DOID:2921,proteinuria ,SYMP:0000367,,,
Glomerulonephritis,DOID:2921,nausea ,SYMP:0000458,,,
Glomerulonephritis,DOID:2921,edema ,SYMP:0000538,,,
Glomerulonephritis,DOID:2921,cramp ,SYMP:0000689,,,
Glomerulonephritis,DOID:2921,vomiting ,SYMP:0019145,,,
Glomerulonephritis,DOID:2921,fatigue ,SYMP:0019177,,,
Glomerulonephritis,DOID:2921,blood pressure ,SYMP:0020063,,,
Glomerulonephritis,DOID:2921,high blood pressure ,SYMP:0020064,,,
Glomerulonephritis,DOID:2921,is_a,DOID:10952,,,
Granuloma annulare,DOID:3777,rash ,SYMP:0000487,,,
Granuloma annulare,DOID:3777,is_a,DOID:2723,,,
Gonorrhea,DOID:7551,bleeding ,SYMP:0000007,,,
Gonorrhea,DOID:7551,discharge ,SYMP:0000651,,,
Gonorrhea,DOID:7551,vaginal discharge ,SYMP:0000398,,,
Gonorrhea,DOID:7551,pain ,SYMP:0000099,,,
Gonorrhea,DOID:7551,arthritis ,SYMP:0019169,,,
Gonorrhea,DOID:7551,itching ,SYMP:0000432,,,
Gonorrhea,DOID:7551,is_a,DOID:0050338,,,
Gonorrhea,DOID:7551,is_a,DOID:1962,,,
Goiter,DOID:12176,muscle weakness ,SYMP:0000094,,,
Goiter,DOID:12176,tremor ,SYMP:0000162,,,
Goiter,DOID:12176,weakness ,SYMP:0000177,,,
Goiter,DOID:12176,weight loss ,SYMP:0000178,,,
Goiter,DOID:12176,increased appetite ,SYMP:0000246,,,
Goiter,DOID:12176,tachycardia ,SYMP:0000529,,,
Goiter,DOID:12176,cough ,SYMP:0000614,,,
Goiter,DOID:12176,irritability ,SYMP:0000654,,,
Goiter,DOID:12176,fatigue ,SYMP:0019177,,,
Goiter,DOID:12176,constipation ,SYMP:0019180,,,
Goiter,DOID:12176,hoarseness ,SYMP:0019181,,,
Goiter,DOID:12176,blood pressure ,SYMP:0020063,,,
Goiter,DOID:12176,high blood pressure ,SYMP:0020064,,,
Goiter,DOID:12176,is_a,DOID:50,,,
Glaucoma,DOID:1686,blurred vision ,SYMP:0000012,,,
Glaucoma,DOID:1686,pain ,SYMP:0000099,,,
Glaucoma,DOID:1686,severe headache ,SYMP:0000130,,,
Glaucoma,DOID:1686,nausea ,SYMP:0000458,,,
Glaucoma,DOID:1686,headache ,SYMP:0000504,,,
Glaucoma,DOID:1686,coma ,SYMP:0000605,,,
Glaucoma,DOID:1686,vomiting ,SYMP:0019145,,,
Glaucoma,DOID:1686,blind spot ,SYMP:0020009,,,
Glaucoma,DOID:1686,is_a,DOID:5614,,,
Gingivitis,DOID:3087,is_a,DOID:1483,,,
Gilbert syndrome,DOID:2739,dehydration ,SYMP:0000020,,,
Gilbert syndrome,DOID:2739,is_a,DOID:2741,,,
Rubella,DOID:8781,headache ,SYMP:0000504,,,
Rubella,DOID:8781,joint pains ,SYMP:0000064,,,
Rubella,DOID:8781,rash ,SYMP:0000487,,,
Rubella,DOID:8781,conjunctivitis ,SYMP:0000128,,,
Rubella,DOID:8781,lymphadenopathy ,SYMP:0019142,,,
Rubella,DOID:8781,fever ,SYMP:0000613,,,
Rubella,DOID:8781,mild fever ,SYMP:0000881,,,
Rubella,DOID:8781,is_a,DOID:2365,,,
Gastritis,DOID:4029,pain ,SYMP:0000099,,,
Gastritis,DOID:4029,nausea ,SYMP:0000458,,,
Gastritis,DOID:4029,vomiting ,SYMP:0019145,,,
Gastritis,DOID:4029,is_a,DOID:76,,,
Klippel-Trenaunay syndrome,DOID:2926,coma ,SYMP:0000605,,,
Klippel-Trenaunay syndrome,DOID:2926,is_a,DOID:225,,,
Klinefelter syndrome,DOID:1921,coma ,SYMP:0000605,,,
Klinefelter syndrome,DOID:1921,is_a,DOID:0060429,,,
Seborrheic keratosis,DOID:6498,is_a,DOID:161,,,
Seborrheic keratosis,DOID:6498,is_a,DOID:174,,,
Seborrheic keratosis,DOID:6498,is_a,DOID:3165,,,
Keratoconus,DOID:10126,is_a,DOID:10124,,,
Keratitis,DOID:4677,blurred vision ,SYMP:0000012,,,
Keratitis,DOID:4677,pain ,SYMP:0000099,,,
Keratitis,DOID:4677,photophobia ,SYMP:0000210,,,
Keratitis,DOID:4677,keratitis ,SYMP:0000314,,,
Keratitis,DOID:4677,discharge ,SYMP:0000651,,,
Keratitis,DOID:4677,is_a,DOID:10124,,,
Kawasaki disease,DOID:13378,rash ,SYMP:0000487,,,
Kawasaki disease,DOID:13378,discharge ,SYMP:0000651,,,
Kawasaki disease,DOID:13378,high fever ,SYMP:0000882,,,
Kawasaki disease,DOID:13378,pain ,SYMP:0000099,,,
Kawasaki disease,DOID:13378,diarrhea ,SYMP:0000570,,,
Kawasaki disease,DOID:13378,fever ,SYMP:0000613,,,
Kawasaki disease,DOID:13378,joint pain ,SYMP:0000064,,,
Kawasaki disease,DOID:13378,abdominal pain ,SYMP:0000457,,,
Kawasaki disease,DOID:13378,irritability ,SYMP:0000654,,,
Kawasaki disease,DOID:13378,vomiting ,SYMP:0019145,,,
Kawasaki disease,DOID:13378,is_a,DOID:1602,,,
Dyslexia,DOID:4428,is_a,DOID:13365,,,
Dystonia,DOID:543,pain ,SYMP:0000099,,,
Dystonia,DOID:543,slurred speech ,SYMP:0000342,,,
Dystonia,DOID:543,anxiety ,SYMP:0000412,,,
Dystonia,DOID:543,fatigue ,SYMP:0019177,,,
Dystonia,DOID:543,is_a,DOID:480,,,
Dumping syndrome,DOID:14495,abdominal cramp ,SYMP:0000001,,,
Dumping syndrome,DOID:14495,weakness ,SYMP:0000177,,,
Dumping syndrome,DOID:14495,nausea ,SYMP:0000458,,,
Dumping syndrome,DOID:14495,flushing ,SYMP:0000511,,,
Dumping syndrome,DOID:14495,diarrhea ,SYMP:0000570,,,
Dumping syndrome,DOID:14495,dizziness ,SYMP:0000610,,,
Dumping syndrome,DOID:14495,cramp ,SYMP:0000689,,,
Dumping syndrome,DOID:14495,vomiting ,SYMP:0019145,,,
Dumping syndrome,DOID:14495,lightheadedness ,SYMP:0019179,,,
Dumping syndrome,DOID:14495,is_a,DOID:8439,,,
Down syndrome,DOID:14250,is_a,DOID:0060429,,,
Drug allergy,DOID:0060500,abdominal cramp ,SYMP:0000001,,,
Drug allergy,DOID:0060500,confusion ,SYMP:0000016,,,
Drug allergy,DOID:0060500,hepatitis ,SYMP:0000046,,,
Drug allergy,DOID:0060500,inflammation ,SYMP:0000061,,,
Drug allergy,DOID:0060500,joint pain ,SYMP:0000064,,,
Drug allergy,DOID:0060500,nephritis ,SYMP:0000098,,,
Drug allergy,DOID:0060500,pain ,SYMP:0000099,,,
Drug allergy,DOID:0060500,seizure ,SYMP:0000124,,,
